종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"383220","F&F","KOSPI","섬유의복","62800","-3900","-5.85","2405684310000"
"007700","F&F홀딩스","KOSPI","기타금융","14540","-50","-0.34","568722896180"
"114090","GKL","KOSPI","서비스업","13280","-130","-0.97","821443297600"
"078930","GS","KOSPI","기타금융","43700","-4750","-9.80","4060402018600"
"006360","GS건설","KOSPI","건설업","14480","-130","-0.89","1239219975200"
"001250","GS글로벌","KOSPI","유통업","2470","-60","-2.37","203858397080"
"007070","GS리테일","KOSPI","유통업","19030","-660","-3.35","1992782055660"
"078935","GS우","KOSPI","기타금융","36900","-1050","-2.77","65860079400"
"012630","HDC","KOSPI","기타금융","8310","20","0.24","496453701510"
"039570","HDC랩스","KOSPI","건설업","8500","50","0.59","220639608500"
"089470","HDC현대EP","KOSPI","화학","4195","-60","-1.41","133820500000"
"294870","HDC현대산업개발","KOSPI","건설업","16450","-820","-4.75","1084175578500"
"009540","HD한국조선해양","KOSPI","기타금융","117600","1300","1.12","8322918441600"
"267250","HD현대","KOSPI","기타금융","67400","-1000","-1.46","5324133929000"
"267270","HD현대건설기계","KOSPI","기계","56100","100","0.18","1105214487300"
"322000","HD현대에너지솔루션","KOSPI","전기전자","24500","-850","-3.35","274400000000"
"042670","HD현대인프라코어","KOSPI","기계","8300","-10","-0.12","1656708659900"
"267260","HD현대일렉트릭","KOSPI","전기전자","235000","3000","1.29","8471076725000"
"329180","HD현대중공업","KOSPI","운수장비","117900","3400","2.97","10466350376400"
"097230","HJ중공업","KOSPI","건설업","3080","35","1.15","256484785480"
"014790","HL D&I","KOSPI","건설업","1978","1","0.05","74884312778"
"003580","HLB글로벌","KOSPI","광업","7720","200","2.66","343718826080"
"204320","HL만도","KOSPI","운수장비","32900","-550","-1.64","1544889248000"
"060980","HL홀딩스","KOSPI","기타금융","32150","-250","-0.77","326946531500"
"011200","HMM","KOSPI","운수창고업","15380","-220","-1.41","10597427448480"
"035000","HS애드","KOSPI","서비스업","6240","-40","-0.64","103380632160"
"003560","IHQ","KOSPI","서비스업","10760","0","0.00","58906362440"
"175330","JB금융지주","KOSPI","기타금융","12050","-130","-1.07","2350752535900"
"234080","JW생명과학","KOSPI","의약품","12140","-110","-0.90","192231485560"
"001060","JW중외제약","KOSPI","의약품","30550","50","0.16","711385161500"
"001067","JW중외제약2우B","KOSPI","의약품","59000","0","0.00","12388407000"
"001065","JW중외제약우","KOSPI","의약품","29450","0","0.00","10070456950"
"096760","JW홀딩스","KOSPI","기타금융","3000","15","0.50","221774826000"
"105560","KB금융","KOSPI","기타금융","66300","-2000","-2.93","26752784073600"
"432320","KB스타리츠","KOSPI","서비스업","4265","25","0.59","432531925525"
"002380","KCC","KOSPI","화학","233000","-9000","-3.72","2070547743000"
"344820","KCC글라스","KOSPI","비금속광물","39750","-300","-0.75","634827852000"
"009070","KCTC","KOSPI","운수창고업","3740","-10","-0.27","112200000000"
"009440","KC그린홀딩스","KOSPI","기타금융","2300","-30","-1.29","51600454000"
"119650","KC코트렐","KOSPI","기계","1252","-28","-2.19","79713947324"
"092220","KEC","KOSPI","전기전자","1356","-6","-0.44","272234819196"
"003620","KG모빌리티","KOSPI","운수장비","5880","-120","-2.00","1145345796000"
"016380","KG스틸","KOSPI","철강금속","6850","-70","-1.01","685060944450"
"001390","KG케미칼","KOSPI","화학","5380","-90","-1.65","368363435200"
"033180","KH 필룩스","KOSPI","전기전자","6630","0","0.00","120578742570"
"015590","KIB플러그에너지","KOSPI","기계","437","6","1.39","103560934728"
"001940","KISCO홀딩스","KOSPI","철강금속","21900","-150","-0.68","354262722000"
"025000","KPX케미칼","KOSPI","화학","44250","-400","-0.90","214170000000"
"092230","KPX홀딩스","KOSPI","화학","56000","-400","-0.71","236580176000"
"000040","KR모터스","KOSPI","운수장비","1183","-48","-3.90","34464182844"
"044450","KSS해운","KOSPI","운수창고업","7990","-20","-0.25","184456181200"
"030200","KT","KOSPI","통신업","34600","-800","-2.26","8897908481000"
"033780","KT&G","KOSPI","기타제조업","88300","-2200","-2.43","11507476485100"
"058850","KTcs","KOSPI","서비스업","3255","-30","-0.91","138939675000"
"058860","KTis","KOSPI","서비스업","2915","-5","-0.17","101447830000"
"093050","LF","KOSPI","섬유의복","14640","-300","-2.01","428073600000"
"003550","LG","KOSPI","기타금융","77600","-2000","-2.51","12206557056800"
"034220","LG디스플레이","KOSPI","전기전자","10020","-40","-0.40","5010000000000"
"051900","LG생활건강","KOSPI","화학","368000","15000","4.25","5747496496000"
"051905","LG생활건강우","KOSPI","화학","170500","3600","2.16","357998338500"
"373220","LG에너지솔루션","KOSPI","전기전자","371500","-8500","-2.24","86931000000000"
"003555","LG우","KOSPI","기타금융","60700","-400","-0.65","183412334000"
"032640","LG유플러스","KOSPI","통신업","9590","-40","-0.42","4187102951990"
"011070","LG이노텍","KOSPI","전기전자","202000","6400","3.27","4780755614000"
"066570","LG전자","KOSPI","전기전자","93500","-2900","-3.01","15301070609000"
"066575","LG전자우","KOSPI","전기전자","43300","-800","-1.81","744153453600"
"037560","LG헬로비전","KOSPI","서비스업","3335","15","0.45","258285294775"
"051910","LG화학","KOSPI","화학","393000","6000","1.55","27742790799000"
"051915","LG화학우","KOSPI","화학","259000","1000","0.39","1991399200000"
"079550","LIG넥스원","KOSPI","기계","163900","-2300","-1.38","3605800000000"
"006260","LS","KOSPI","기타금융","122100","7200","6.27","3931620000000"
"010120","LS ELECTRIC","KOSPI","전기전자","139700","12200","9.57","4191000000000"
"000680","LS네트웍스","KOSPI","유통업","4485","125","2.87","353431526760"
"229640","LS에코에너지","KOSPI","기타금융","19040","1040","5.78","583097696160"
"108320","LX세미콘","KOSPI","전기전자","76700","700","0.92","1247471810000"
"001120","LX인터내셔널","KOSPI","유통업","26150","50","0.19","1013574000000"
"108670","LX하우시스","KOSPI","화학","39000","800","2.09","349739130000"
"108675","LX하우시스우","KOSPI","화학","20650","350","1.72","21317614500"
"383800","LX홀딩스","KOSPI","기타금융","6830","-20","-0.29","520997112700"
"38380K","LX홀딩스1우","KOSPI","기타금융","9090","140","1.56","13319440650"
"023150","MH에탄올","KOSPI","음식료품","6170","40","0.65","45525505420"
"035420","NAVER","KOSPI","서비스업","185900","2300","1.25","30191757624600"
"181710","NHN","KOSPI","서비스업","22850","150","0.66","771555910550"
"400760","NH올원리츠","KOSPI","서비스업","3490","-25","-0.71","147278000000"
"005940","NH투자증권","KOSPI","증권","11040","-170","-1.52","3661591767840"
"005945","NH투자증권우","KOSPI","증권","10430","-70","-0.67","196824196240"
"338100","NH프라임리츠","KOSPI","서비스업","4285","15","0.35","79958100000"
"034310","NICE","KOSPI","서비스업","12610","-70","-0.55","472918844970"
"030190","NICE평가정보","KOSPI","서비스업","10560","-40","-0.38","634736995200"
"008260","NI스틸","KOSPI","철강금속","4505","55","1.24","128843527085"
"004250","NPC","KOSPI","화학","5080","-20","-0.39","186537600000"
"004255","NPC우","KOSPI","화학","2790","15","0.54","14731200000"
"456040","OCI","KOSPI","화학","83200","500","0.60","748012512000"
"010060","OCI홀딩스","KOSPI","화학","89600","1300","1.47","1756721075200"
"178920","PI첨단소재","KOSPI","화학","19410","-390","-1.97","570000310020"
"005490","POSCO홀딩스","KOSPI","철강금속","395000","-5000","-1.25","33405635850000"
"010950","S-Oil","KOSPI","화학","78600","-4100","-4.96","8849007451200"
"010955","S-Oil우","KOSPI","화학","48900","-1700","-3.36","196672230300"
"034120","SBS","KOSPI","서비스업","24850","-300","-1.19","460998264300"
"005090","SGC에너지","KOSPI","전기가스업","22400","450","2.05","322769059200"
"001380","SG글로벌","KOSPI","운수장비","2040","15","0.74","91726851720"
"004060","SG세계물산","KOSPI","유통업","406","-3","-0.73","82184533760"
"001770","SHD","KOSPI","철강금속","18730","30","0.16","22754664940"
"002360","SH에너지화학","KOSPI","화학","652","9","1.40","72459191960"
"009160","SIMPAC","KOSPI","철강금속","4590","0","0.00","300321478440"
"123700","SJM","KOSPI","운수장비","3455","-15","-0.43","53914922590"
"025530","SJM홀딩스","KOSPI","유통업","3760","5","0.13","56151870080"
"034730","SK","KOSPI","기타금융","161400","-1200","-0.74","11814210300600"
"011790","SKC","KOSPI","화학","127700","-7100","-5.27","4835781654600"
"018670","SK가스","KOSPI","유통업","154500","-7200","-4.45","1426072698000"
"001740","SK네트웍스","KOSPI","유통업","5490","-70","-1.26","1214815681980"
"006120","SK디스커버리","KOSPI","기타금융","44000","-900","-2.00","826577620000"
"006125","SK디스커버리우","KOSPI","기타금융","31100","-200","-0.64","42247950500"
"210980","SK디앤디","KOSPI","서비스업","12410","-570","-4.39","211939593300"
"395400","SK리츠","KOSPI","서비스업","4095","45","1.11","1106193320505"
"302440","SK바이오사이언스","KOSPI","의약품","60100","400","0.67","4617347775000"
"326030","SK바이오팜","KOSPI","서비스업","86700","-1200","-1.37","6789758775000"
"402340","SK스퀘어","KOSPI","기타금융","77900","4800","6.57","10826622704400"
"361610","SK아이이테크놀로지","KOSPI","전기전자","65700","-1600","-2.38","4684251794400"
"100090","SK오션플랜트","KOSPI","철강금속","13660","-190","-1.37","808611458880"
"03473K","SK우","KOSPI","기타금융","131900","-1100","-0.83","74673206500"
"096770","SK이노베이션","KOSPI","화학","108400","-2200","-1.99","10377737956000"
"096775","SK이노베이션우","KOSPI","화학","77300","-700","-0.90","96503329800"
"475150","SK이터닉스","KOSPI","건설업","20350","-650","-3.10","520149459500"
"001510","SK증권","KOSPI","증권","600","-1","-0.17","283554102600"
"001515","SK증권우","KOSPI","증권","2060","20","0.98","8059778840"
"285130","SK케미칼","KOSPI","화학","58400","-600","-1.02","1007620927200"
"28513K","SK케미칼우","KOSPI","화학","26750","-200","-0.74","56587725750"
"017670","SK텔레콤","KOSPI","통신업","50500","-700","-1.37","10846897676500"
"000660","SK하이닉스","KOSPI","전기전자","187400","-1000","-0.53","136427643201000"
"003570","SNT다이내믹스","KOSPI","운수장비","17930","-60","-0.33","596220857210"
"064960","SNT모티브","KOSPI","운수장비","44800","-800","-1.75","655116492800"
"100840","SNT에너지","KOSPI","기계","33450","450","1.36","251099482950"
"036530","SNT홀딩스","KOSPI","기타금융","23800","-600","-2.46","388032486800"
"005610","SPC삼립","KOSPI","음식료품","57000","-800","-1.38","491853513000"
"011810","STX","KOSPI","유통업","7820","-20","-0.26","242560189140"
"465770","STX그린로지스","KOSPI","운수창고업","7470","-100","-1.32","53567609040"
"077970","STX엔진","KOSPI","기계","12610","190","1.53","290142279440"
"071970","STX중공업","KOSPI","기계","12650","370","3.01","361191262850"
"002820","SUN&L","KOSPI","종이목재","2575","5","0.19","32465571675"
"084870","TBH글로벌","KOSPI","섬유의복","1797","-12","-0.66","37479703743"
"002710","TCC스틸","KOSPI","철강금속","53800","-2100","-3.76","1410296898600"
"069260","TKG휴켐스","KOSPI","화학","19210","20","0.10","785277675480"
"002900","TYM","KOSPI","기계","4860","-75","-1.52","218947646160"
"024070","WISCOM","KOSPI","화학","2415","15","0.63","37013347770"
"037270","YG PLUS","KOSPI","서비스업","4170","75","1.83","264500639700"
"000500","가온전선","KOSPI","전기전자","44650","7100","18.91","328532288900"
"000860","강남제비스코","KOSPI","화학","26450","-50","-0.19","171925000000"
"035250","강원랜드","KOSPI","서비스업","15010","-110","-0.73","3211246905000"
"011420","갤럭시아에스엠","KOSPI","서비스업","2400","95","4.12","66119145600"
"002100","경농","KOSPI","화학","9960","0","0.00","194444847000"
"009450","경동나비엔","KOSPI","전기전자","53600","-2200","-3.94","780876531200"
"267290","경동도시가스","KOSPI","전기가스업","19470","-10","-0.05","114783554820"
"012320","경동인베스트","KOSPI","기타금융","69500","-3600","-4.92","164369098500"
"000050","경방","KOSPI","유통업","7920","100","1.28","217128938400"
"214390","경보제약","KOSPI","의약품","7440","0","0.00","177867038400"
"012610","경인양행","KOSPI","화학","3495","-30","-0.85","145449195675"
"009140","경인전자","KOSPI","전기전자","22000","-50","-0.23","34557534000"
"013580","계룡건설","KOSPI","건설업","12960","-260","-1.97","115744554720"
"012200","계양전기","KOSPI","기계","1835","98","5.64","49953891215"
"012205","계양전기우","KOSPI","기계","4020","145","3.74","4699697580"
"002140","고려산업","KOSPI","음식료품","3145","-65","-2.02","78434491625"
"010130","고려아연","KOSPI","철강금속","470500","-1500","-0.32","9837490654000"
"002240","고려제강","KOSPI","철강금속","20300","-50","-0.25","507500000000"
"009290","광동제약","KOSPI","의약품","6960","-40","-0.57","364849122960"
"017040","광명전기","KOSPI","전기전자","2735","55","2.05","118528377025"
"017900","광전자","KOSPI","전기전자","2140","20","0.94","123999652820"
"037710","광주신세계","KOSPI","유통업","30400","50","0.16","241898576000"
"030610","교보증권","KOSPI","증권","4810","-90","-1.84","548161842410"
"339770","교촌에프앤비","KOSPI","유통업","7920","20","0.25","197861716800"
"007690","국도화학","KOSPI","화학","36000","-300","-0.83","324382176000"
"005320","국동","KOSPI","유통업","617","-6","-0.96","41185180049"
"001140","국보","KOSPI","운수창고업","2110","0","0.00","32447620090"
"002720","국제약품","KOSPI","의약품","5160","80","1.57","109184733120"
"083420","그린케미칼","KOSPI","화학","7250","10","0.14","174000000000"
"014530","극동유화","KOSPI","화학","4015","40","1.01","140000721300"
"014280","금강공업","KOSPI","철강금속","5620","40","0.72","164830986340"
"014285","금강공업우","KOSPI","철강금속","9060","-20","-0.22","5344267500"
"008870","금비","KOSPI","비금속광물","62200","-1000","-1.58","62200000000"
"001570","금양","KOSPI","화학","101000","-3800","-3.63","5863053737000"
"002990","금호건설","KOSPI","건설업","4300","10","0.23","158900458500"
"002995","금호건설우","KOSPI","건설업","11850","50","0.42","3463352100"
"011780","금호석유","KOSPI","화학","119900","-3400","-2.76","3422866712100"
"011785","금호석유우","KOSPI","화학","61000","-1900","-3.02","184432646000"
"214330","금호에이치티","KOSPI","운수장비","615","2","0.33","130327190565"
"001210","금호전기","KOSPI","전기전자","717","-2","-0.28","27112840911"
"073240","금호타이어","KOSPI","화학","6520","30","0.46","1872937071240"
"092440","기신정기","KOSPI","기계","2995","0","0.00","87454000000"
"000270","기아","KOSPI","운수장비","109800","-1900","-1.70","44144453489400"
"024110","기업은행","KOSPI","은행","12740","-360","-2.75","10159205571060"
"013700","까뮤이앤씨","KOSPI","건설업","1645","119","7.80","74275500600"
"004540","깨끗한나라","KOSPI","종이목재","2235","-10","-0.45","83232948855"
"004545","깨끗한나라우","KOSPI","종이목재","13430","-70","-0.52","4917528800"
"001260","남광토건","KOSPI","건설업","6220","-110","-1.74","61158597840"
"008350","남선알미늄","KOSPI","철강금속","1803","1","0.06","232729599270"
"008355","남선알미우","KOSPI","철강금속","19490","240","1.25","6000776100"
"004270","남성","KOSPI","유통업","1866","17","0.92","67571890560"
"003920","남양유업","KOSPI","음식료품","506000","-5000","-0.98","364320000000"
"003925","남양유업우","KOSPI","음식료품","400000","-5500","-1.36","80000000000"
"025860","남해화학","KOSPI","화학","7060","-20","-0.28","350732631580"
"005720","넥센","KOSPI","화학","4160","-25","-0.60","222742944320"
"005725","넥센우","KOSPI","화학","3035","15","0.50","10927821000"
"002350","넥센타이어","KOSPI","화학","9120","-380","-4.00","890731038240"
"002355","넥센타이어1우B","KOSPI","화학","3355","-30","-0.89","21807500000"
"092790","넥스틸","KOSPI","철강금속","7390","0","0.00","192154780000"
"251270","넷마블","KOSPI","서비스업","56800","-200","-0.35","4882158913600"
"090350","노루페인트","KOSPI","화학","9550","30","0.32","191000000000"
"090355","노루페인트우","KOSPI","화학","13360","270","2.06","6187363360"
"000320","노루홀딩스","KOSPI","기타금융","11150","-110","-0.98","148196333650"
"000325","노루홀딩스우","KOSPI","기타금융","28450","-200","-0.70","6929253550"
"006280","녹십자","KOSPI","의약품","110700","-700","-0.63","1293699756600"
"005250","녹십자홀딩스","KOSPI","서비스업","15970","370","2.37","751040513700"
"005257","녹십자홀딩스2우","KOSPI","서비스업","27200","-450","-1.63","23010928000"
"004370","농심","KOSPI","음식료품","362500","-9000","-2.42","2204957725000"
"072710","농심홀딩스","KOSPI","기타금융","64500","-500","-0.77","299137455000"
"058730","다스코","KOSPI","기계","3475","0","0.00","67404369975"
"030210","다올투자증권","KOSPI","증권","3130","-45","-1.42","190651761780"
"023590","다우기술","KOSPI","서비스업","18470","-1090","-5.57","828686415990"
"145210","다이나믹디자인","KOSPI","기계","6080","-40","-0.65","105190645440"
"019680","대교","KOSPI","서비스업","2600","35","1.36","220227410000"
"019685","대교우B","KOSPI","서비스업","1567","14","0.90","30442093330"
"006370","대구백화점","KOSPI","유통업","7410","-290","-3.77","80188137510"
"008060","대덕","KOSPI","기타금융","6270","40","0.64","212491240500"
"00806K","대덕1우","KOSPI","기타금융","7170","0","0.00","8692599690"
"353200","대덕전자","KOSPI","전기전자","24800","-400","-1.59","1225539740000"
"35320K","대덕전자1우","KOSPI","전기전자","9640","-60","-0.62","20200803160"
"000490","대동","KOSPI","기계","12150","-130","-1.06","311535574200"
"008110","대동전자","KOSPI","전기전자","6990","170","2.49","73328224530"
"005750","대림B&Co","KOSPI","비금속광물","3830","15","0.39","63854679200"
"006570","대림통상","KOSPI","기계","2990","50","1.70","45522750000"
"001680","대상","KOSPI","음식료품","19580","-360","-1.81","678408329500"
"001685","대상우","KOSPI","음식료품","15010","-300","-1.96","20567047230"
"084690","대상홀딩스","KOSPI","기타금융","8400","-20","-0.24","304185319200"
"084695","대상홀딩스우","KOSPI","기타금융","13840","-460","-3.22","12642590880"
"128820","대성산업","KOSPI","유통업","3875","-105","-2.64","175287477250"
"117580","대성에너지","KOSPI","전기가스업","9190","-60","-0.65","252725000000"
"016710","대성홀딩스","KOSPI","서비스업","8990","-40","-0.44","144644236410"
"003540","대신증권","KOSPI","증권","14720","-310","-2.06","747384448000"
"003547","대신증권2우B","KOSPI","증권","13730","-140","-1.01","137300000000"
"003545","대신증권우","KOSPI","증권","14160","-320","-2.21","368160000000"
"009190","대양금속","KOSPI","철강금속","2395","-5","-0.21","94064721910"
"014160","대영포장","KOSPI","종이목재","1390","36","2.66","150668423110"
"047040","대우건설","KOSPI","건설업","3705","0","0.00","1539881873790"
"009320","대우부품","KOSPI","운수장비","1411","7","0.50","69561975470"
"003090","대웅","KOSPI","의약품","18400","-230","-1.23","1069812432000"
"069620","대웅제약","KOSPI","의약품","114700","2200","1.96","1328980152500"
"000430","대원강업","KOSPI","운수장비","5110","-30","-0.58","316820000000"
"006340","대원전선","KOSPI","전기전자","2385","95","4.15","171635413590"
"006345","대원전선우","KOSPI","전기전자","4425","1020","29.96","11598810000"
"003220","대원제약","KOSPI","의약품","14200","-10","-0.07","315100754800"
"024890","대원화성","KOSPI","화학","1778","4","0.23","73340992256"
"002880","대유에이텍","KOSPI","운수장비","1200","-25","-2.04","56092824000"
"000300","대유플러스","KOSPI","전기전자","241","0","0.00","30475633069"
"012800","대창","KOSPI","철강금속","1543","85","5.83","140629789957"
"015230","대창단조","KOSPI","운수장비","5140","-100","-1.91","146861262200"
"001070","대한방직","KOSPI","섬유의복","6940","-60","-0.86","36782000000"
"006650","대한유화","KOSPI","화학","141800","-6200","-4.19","921700000000"
"001440","대한전선","KOSPI","전기전자","13330","380","2.93","2485342509000"
"084010","대한제강","KOSPI","철강금속","13480","190","1.43","315626071560"
"001790","대한제당","KOSPI","음식료품","3010","-10","-0.33","269986705800"
"001795","대한제당우","KOSPI","음식료품","2790","-10","-0.36","18086900400"
"001130","대한제분","KOSPI","음식료품","129800","-800","-0.61","219362000000"
"003490","대한항공","KOSPI","운수창고업","20500","-500","-2.38","7548523550500"
"003495","대한항공우","KOSPI","운수창고업","23950","50","0.21","26603516300"
"005880","대한해운","KOSPI","운수창고업","1881","-27","-1.42","600372802260"
"003830","대한화섬","KOSPI","화학","107500","300","0.28","142760000000"
"016090","대현","KOSPI","섬유의복","1912","5","0.26","84667776720"
"069460","대호에이엘","KOSPI","철강금속","1072","-54","-4.80","72408128512"
"192080","더블유게임즈","KOSPI","서비스업","40050","650","1.65","860911035300"
"012510","더존비즈온","KOSPI","서비스업","58700","2100","3.71","1783469420800"
"004830","덕성","KOSPI","화학","7200","-270","-3.61","112896000000"
"004835","덕성우","KOSPI","화학","9540","-370","-3.73","13279680000"
"024900","덕양산업","KOSPI","운수장비","4600","30","0.66","149798908000"
"145720","덴티움","KOSPI","의료정밀","131100","3900","3.07","1451123613000"
"002150","도화엔지니어링","KOSPI","서비스업","7550","40","0.53","254586000000"
"460850","동국씨엠","KOSPI","철강금속","6160","-20","-0.32","184175720960"
"460860","동국제강","KOSPI","철강금속","11210","-40","-0.36","556105870570"
"001230","동국홀딩스","KOSPI","철강금속","8070","-120","-1.47","256629897810"
"023450","동남합성","KOSPI","화학","31300","-100","-0.32","109550000000"
"004140","동방","KOSPI","운수창고업","2310","-35","-1.49","110814779460"
"007590","동방아그로","KOSPI","화학","6310","-10","-0.16","85926910870"
"005960","동부건설","KOSPI","건설업","4890","-5","-0.10","112198326270"
"005965","동부건설우","KOSPI","건설업","23100","0","0.00","5214409200"
"026960","동서","KOSPI","유통업","17940","50","0.28","1788618000000"
"002210","동성제약","KOSPI","의약품","5340","-60","-1.11","139379179800"
"102260","동성케미컬","KOSPI","서비스업","4535","0","0.00","225342916480"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","115500","-3500","-2.94","733299451500"
"170900","동아에스티","KOSPI","의약품","68500","600","0.88","590129692000"
"028100","동아지질","KOSPI","건설업","12680","110","0.88","178187551280"
"282690","동아타이어","KOSPI","화학","11950","-30","-0.25","164109529250"
"001520","동양","KOSPI","비금속광물","922","-1","-0.11","220066706086"
"001527","동양2우B","KOSPI","비금속광물","11460","-90","-0.78","3536200740"
"084670","동양고속","KOSPI","운수창고업","11670","10","0.09","33791290230"
"082640","동양생명","KOSPI","보험","5040","-100","-1.95","813247268400"
"001525","동양우","KOSPI","비금속광물","5590","20","0.36","3453116290"
"008970","동양철관","KOSPI","철강금속","706","1","0.14","83933014740"
"092780","동양피스톤","KOSPI","운수장비","4340","-10","-0.23","57151116400"
"049770","동원F&B","KOSPI","음식료품","36200","-300","-0.82","698501444000"
"018500","동원금속","KOSPI","운수장비","1698","-9","-0.53","79389876234"
"006040","동원산업","KOSPI","기타금융","35550","-550","-1.52","1652458740750"
"030720","동원수산","KOSPI","농업, 임업 및 어업","5960","-30","-0.50","27736677800"
"014820","동원시스템즈","KOSPI","화학","39000","-350","-0.89","1130659998000"
"014825","동원시스템즈우","KOSPI","화학","23050","-300","-1.28","6087758550"
"111380","동인기연","KOSPI","기타제조업","20100","-350","-1.71","123172800000"
"163560","동일고무벨트","KOSPI","화학","9280","-120","-1.28","128992000000"
"004890","동일산업","KOSPI","철강금속","42900","150","0.35","104041723500"
"002690","동일제강","KOSPI","철강금속","1814","8","0.44","36824853040"
"000020","동화약품","KOSPI","의약품","8800","-20","-0.23","245796936000"
"000150","두산","KOSPI","기타금융","164000","12200","8.04","2709908940000"
"000157","두산2우B","KOSPI","기타금융","79000","2200","2.86","70550002000"
"454910","두산로보틱스","KOSPI","기계","76900","3600","4.91","4984656462000"
"241560","두산밥캣","KOSPI","기계","53500","2300","4.49","5363330381000"
"034020","두산에너빌리티","KOSPI","기계","15310","190","1.26","9806991145260"
"000155","두산우","KOSPI","기타금융","71100","2300","3.34","284148448200"
"336260","두산퓨얼셀","KOSPI","전기전자","19310","140","0.73","1264683849060"
"33626K","두산퓨얼셀1우","KOSPI","전기전자","5980","20","0.34","79917916000"
"33626L","두산퓨얼셀2우B","KOSPI","전기전자","7880","-50","-0.63","23532044000"
"016740","두올","KOSPI","운수장비","3630","5","0.14","120032048400"
"192650","드림텍","KOSPI","전기전자","9690","-50","-0.51","667176364500"
"024090","디씨엠","KOSPI","철강금속","11180","150","1.36","127452000000"
"003160","디아이","KOSPI","의료정밀","18940","1360","7.74","536002000000"
"092200","디아이씨","KOSPI","운수장비","5210","-10","-0.19","202609444490"
"377190","디앤디플랫폼리츠","KOSPI","서비스업","3455","20","0.58","222502000000"
"013570","디와이","KOSPI","기타금융","5660","40","0.71","148969122780"
"210540","디와이파워","KOSPI","기계","12850","-90","-0.70","141885947800"
"115390","락앤락","KOSPI","화학","7410","200","2.77","321048705510"
"032350","롯데관광개발","KOSPI","서비스업","9590","-220","-2.24","730479918770"
"089860","롯데렌탈","KOSPI","서비스업","27500","-50","-0.18","1007436732500"
"330590","롯데리츠","KOSPI","서비스업","3230","-5","-0.15","784789495320"
"000400","롯데손해보험","KOSPI","보험","3270","10","0.31","1014799766400"
"023530","롯데쇼핑","KOSPI","유통업","68000","-2500","-3.55","1923635340000"
"020150","롯데에너지머티리얼즈","KOSPI","전기전자","44650","-1950","-4.18","2058848782750"
"280360","롯데웰푸드","KOSPI","음식료품","123000","-1700","-1.36","1160452602000"
"004000","롯데정밀화학","KOSPI","화학","44200","-1000","-2.21","1140360000000"
"286940","롯데정보통신","KOSPI","서비스업","35200","500","1.44","541950851200"
