종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"424140","케이비제21호스팩","KOSDAQ","금융","2080","0","0.00","16036800000"
"436530","케이비제22호스팩","KOSDAQ","금융","4950","100","2.06","25839000000"
"192250","케이사인","KOSDAQ","소프트웨어","1369","12","0.88","96748950833"
"115500","케이씨에스","KOSDAQ","컴퓨터서비스","7020","150","2.18","84240000000"
"089150","케이씨티","KOSDAQ","컴퓨터서비스","2725","25","0.93","46733750000"
"025880","케이씨피드","KOSDAQ","음식료·담배","2495","25","1.01","41706065710"
"093320","케이아이엔엑스","KOSDAQ","인터넷","91400","2300","2.58","446032000000"
"093640","케이알엠","KOSDAQ","반도체","8230","40","0.49","240426133860"
"073010","케이에스피","KOSDAQ","기계·장비","3985","180","4.73","160162131250"
"105330","케이엔더블유","KOSDAQ","운송장비·부품","7920","-30","-0.38","127195421760"
"053080","케이엔솔","KOSDAQ","기계·장비","21500","-1100","-4.87","279495850500"
"199430","케이엔알시스템","KOSDAQ","의료·정밀기기","21600","1350","6.67","234742600800"
"432470","케이엔에스","KOSDAQ","기계·장비","30600","-1150","-3.62","132720706800"
"272110","케이엔제이","KOSDAQ","반도체","19920","-380","-1.87","158869868400"
"039420","케이엘넷","KOSDAQ","통신서비스","2660","0","0.00","64251581800"
"083550","케이엠","KOSDAQ","섬유·의류","4260","-65","-1.50","50151655140"
"032500","케이엠더블유","KOSDAQ","통신장비","15040","-1140","-7.05","598906080320"
"225430","케이엠제약","KOSDAQ","화학","857","0","0.00","23899201850"
"102370","케이옥션","KOSDAQ","유통","4510","150","3.44","122803737100"
"068100","케이웨더","KOSDAQ","디지털컨텐츠","6420","0","0.00","63812321880"
"036030","케이티알파","KOSDAQ","유통","5320","-20","-0.37","260782585560"
"064820","케이프","KOSDAQ","운송장비·부품","4825","-50","-1.03","149100837600"
"256940","케이피에스","KOSDAQ","반도체","6230","-50","-0.80","116804139340"
"024880","케이피에프","KOSDAQ","금속","4430","-15","-0.34","91624795140"
"042040","케이피엠테크","KOSDAQ","화학","389","2","0.52","67865296713"
"054410","케이피티유","KOSDAQ","금속","4570","-15","-0.33","26169849080"
"258610","케일럼","KOSDAQ","금속","2900","65","2.29","77682685700"
"274090","켄코아에어로스페이스","KOSDAQ","운송장비·부품","11300","-50","-0.44","145919453800"
"089010","켐트로닉스","KOSDAQ","화학","28200","-300","-1.05","427728576000"
"220260","켐트로스","KOSDAQ","화학","7000","0","0.00","185908149000"
"052400","코나아이","KOSDAQ","소프트웨어","18080","-140","-0.77","269391981920"
"402030","코난테크놀로지","KOSDAQ","소프트웨어","24600","-500","-1.99","280973524800"
"391710","코닉오토메이션","KOSDAQ","소프트웨어","3400","50","1.49","141110954800"
"046070","코다코","KOSDAQ","운송장비·부품","257","0","0.00","10996016392"
"047770","코데즈컴바인","KOSDAQ","섬유·의류","1679","-2","-0.12","63537728758"
"080530","코디","KOSDAQ","화학","2210","0","0.00","70810249770"
"104540","코렌텍","KOSDAQ","의료·정밀기기","9940","-10","-0.10","126808257800"
"027050","코리아나","KOSDAQ","화학","2910","-5","-0.17","116400000000"
"190650","코리아에셋투자증권","KOSDAQ","금융","5390","200","3.85","34431320000"
"123410","코리아에프티","KOSDAQ","운송장비·부품","6550","-50","-0.76","182358969200"
"036690","코맥스","KOSDAQ","통신장비","2885","0","0.00","45885746130"
"049430","코메론","KOSDAQ","의료·정밀기기","8710","160","1.87","78808080000"
"183300","코미코","KOSDAQ","반도체","79200","-1700","-2.10","828486172800"
"041960","코미팜","KOSDAQ","제약","4160","-60","-1.42","293714570240"
"089890","코세스","KOSDAQ","반도체","14770","460","3.21","244959888740"
"009730","코센","KOSDAQ","금속","2640","-70","-2.58","80669883360"
"360350","코셈","KOSDAQ","의료·정밀기기","16440","0","0.00","93082786800"
"082660","코스나인","KOSDAQ","화학","264","1","0.38","22867909416"
"222040","코스맥스엔비티","KOSDAQ","음식료·담배","4540","60","1.34","93651120000"
"241710","코스메카코리아","KOSDAQ","화학","37500","1850","5.19","400500000000"
"355150","코스텍시스","KOSDAQ","반도체","8950","-10","-0.11","68975591500"
"166480","코아스템켐온","KOSDAQ","제약","9920","190","1.95","326074129920"
"045970","코아시아","KOSDAQ","IT부품","6760","170","2.58","177888561760"
"196450","코아시아씨엠","KOSDAQ","의료·정밀기기","1217","12","1.00","55153931294"
"384470","코어라인소프트","KOSDAQ","소프트웨어","14280","80","0.56","182693521920"
"029960","코엔텍","KOSDAQ","기타서비스","6820","-40","-0.58","341000000000"
"102940","코오롱생명과학","KOSDAQ","제약","22250","50","0.23","253924921000"
"950160","코오롱티슈진","KOSDAQ","제약","11350","-10","-0.09","826287150500"
"033290","코웰패션","KOSDAQ","유통","2965","-25","-0.84","166503432465"
"056360","코위버","KOSDAQ","통신장비","5980","20","0.34","58584864000"
"282880","코윈테크","KOSDAQ","기계·장비","23550","-450","-1.88","254951899650"
"121850","코이즈","KOSDAQ","IT부품","1223","-47","-3.70","37441136025"
"448710","코츠테크놀로지","KOSDAQ","정보기기","26850","1400","5.50","136446115200"
"015710","코콤","KOSDAQ","통신장비","4245","-10","-0.24","74416972500"
"052330","코텍","KOSDAQ","정보기기","7930","-40","-0.50","123506197360"
"322780","코퍼스코리아","KOSDAQ","오락·문화","1726","15","0.88","65471690038"
"200130","콜마비앤에이치","KOSDAQ","제약","15070","100","0.67","443292459060"
"294570","쿠콘","KOSDAQ","소프트웨어","18600","-100","-0.53","190737141000"
"317690","퀀타매트릭스","KOSDAQ","의료·정밀기기","3635","-40","-1.09","60113488985"
"078940","퀀타피아","KOSDAQ","유통","2855","0","0.00","151584163690"
"432720","퀄리타스반도체","KOSDAQ","반도체","36450","1900","5.50","397590768000"
"365270","큐라클","KOSDAQ","기타서비스","18220","-80","-0.44","252444331240"
"348080","큐라티스","KOSDAQ","기타서비스","1692","-60","-3.42","71321200920"
"060280","큐렉소","KOSDAQ","유통","12240","-150","-1.21","502880277600"
"372320","큐로셀","KOSDAQ","기타서비스","32650","1900","6.18","444455830400"
"040350","큐로컴","KOSDAQ","컴퓨터서비스","435","6","1.40","62193460320"
"051780","큐로홀딩스","KOSDAQ","유통","302","0","0.00","41199579900"
"115180","큐리언트","KOSDAQ","기타서비스","4560","190","4.35","124284578400"
"445680","큐리옥스바이오시스템즈","KOSDAQ","의료·정밀기기","47550","1250","2.70","381469494600"
"182360","큐브엔터","KOSDAQ","오락·문화","15540","-400","-2.51","214524835980"
"405100","큐알티","KOSDAQ","기타서비스","25600","100","0.39","314606105600"
"066310","큐에스아이","KOSDAQ","반도체","9160","-90","-0.97","84928048360"
"016600","큐캐피탈","KOSDAQ","금융","313","6","1.95","55791346056"
"355390","크라우드웍스","KOSDAQ","소프트웨어","30500","500","1.67","125875665500"
"096240","크레버스","KOSDAQ","기타서비스","18780","400","2.18","212931020400"
"110790","크리스에프앤씨","KOSDAQ","섬유·의류","8330","30","0.36","195179896800"
"900250","크리스탈신소재","KOSDAQ","금융","1190","50","4.39","144416763750"
"045520","크린앤사이언스","KOSDAQ","기계·장비","6570","0","0.00","42705000000"
"036170","클라우드에어","KOSDAQ","반도체","938","8","0.86","57560957188"
"214150","클래시스","KOSDAQ","의료·정밀기기","37150","-300","-0.80","2377582130850"
"352770","클리노믹스","KOSDAQ","기타서비스","1798","-36","-1.96","59776780874"
"237880","클리오","KOSDAQ","화학","30600","2300","8.13","552983401800"
"139670","키네마스터","KOSDAQ","소프트웨어","5200","260","5.26","73417812000"
"413600","키움제6호스팩","KOSDAQ","금융","2260","40","1.80","7751800000"
"433530","키움제7호스팩","KOSDAQ","금융","2135","5","0.23","8764175000"
"446840","키움제8호스팩","KOSDAQ","금융","2110","20","0.96","12406800000"
"054780","키이스트","KOSDAQ","오락·문화","6050","-160","-2.58","118264147650"
"219130","타이거일렉","KOSDAQ","반도체","28900","-650","-2.20","182482981000"
"360070","탑머티리얼","KOSDAQ","일반전기전자","64500","2300","3.70","519788923500"
"065130","탑엔지니어링","KOSDAQ","기계·장비","6660","10","0.15","114485280120"
"134580","탑코미디어","KOSDAQ","통신장비","3710","-40","-1.07","81715595570"
"023160","태광","KOSDAQ","금속","12070","20","0.17","319855000000"
"323280","태성","KOSDAQ","기계·장비","3700","-15","-0.40","95536701000"
"053620","태양","KOSDAQ","금속","7150","10","0.14","61490000000"
"044490","태웅","KOSDAQ","금속","17890","-680","-3.66","357932046090"
"124560","태웅로직스","KOSDAQ","운송","3690","75","2.07","141757194960"
"191420","테고사이언스","KOSDAQ","제약","22250","1900","9.34","180421556500"
"073640","테라사이언스","KOSDAQ","금속","654","0","0.00","62514162216"
"066700","테라젠이텍스","KOSDAQ","제약","4005","5","0.13","130060112175"
"095610","테스","KOSDAQ","반도체","24500","400","1.66","484321537000"
"064520","테크엘","KOSDAQ","반도체","3775","5","0.13","83072502775"
"089030","테크윙","KOSDAQ","반도체","38600","-100","-0.26","1441850697000"
"054450","텔레칩스","KOSDAQ","반도체","26350","0","0.00","399050539550"
"200230","텔콘RF제약","KOSDAQ","통신장비","752","-11","-1.44","87228180592"
"393210","토마토시스템","KOSDAQ","소프트웨어","5800","-20","-0.34","89067955200"
"215480","토박스코리아","KOSDAQ","유통","3565","-50","-1.38","34277321705"
"051360","토비스","KOSDAQ","정보기기","15980","-10","-0.06","259947586840"
"045340","토탈소프트","KOSDAQ","소프트웨어","5020","165","3.40","42961360800"
"108230","톱텍","KOSDAQ","기계·장비","7870","-20","-0.25","299242938150"
"079970","투비소프트","KOSDAQ","소프트웨어","356","0","0.00","27947781068"
"199800","툴젠","KOSDAQ","기타서비스","62400","2300","3.83","494848099200"
"417790","트루엔","KOSDAQ","정보기기","10750","120","1.13","118246237500"
"105550","트루윈","KOSDAQ","일반전기전자","2115","-20","-0.94","120555939060"
"290090","트윔","KOSDAQ","소프트웨어","11090","-20","-0.18","82377274120"
"026150","특수건설","KOSDAQ","건설","7370","-70","-0.94","129316459470"
"322180","티라유텍","KOSDAQ","소프트웨어","5020","10","0.20","82927764500"
"117730","티로보틱스","KOSDAQ","기계·장비","19940","-110","-0.55","355670976400"
"033830","티비씨","KOSDAQ","방송서비스","926","25","2.77","92600000000"
"057680","티사이언티픽","KOSDAQ","디지털컨텐츠","1298","10","0.78","89165819248"
"204610","티쓰리","KOSDAQ","디지털컨텐츠","1181","6","0.51","79684101320"
"064760","티씨케이","KOSDAQ","반도체","133000","3100","2.39","1552775000000"
"246710","티앤알바이오팹","KOSDAQ","제약","8060","90","1.13","173482456680"
"340570","티앤엘","KOSDAQ","제약","60000","100","0.17","487680000000"
"043220","티에스넥스젠","KOSDAQ","기계·장비","977","-13","-1.31","106297266843"
"277880","티에스아이","KOSDAQ","기계·장비","7420","-190","-2.50","149593373440"
"131290","티에스이","KOSDAQ","반도체","63700","1700","2.74","704613027300"
"425420","티에프이","KOSDAQ","반도체","36550","-650","-1.75","415975550000"
"131100","티엔엔터테인먼트","KOSDAQ","방송서비스","1785","1","0.06","50066129820"
"356860","티엘비","KOSDAQ","일반전기전자","28100","-50","-0.18","276296903000"
"062860","티엘아이","KOSDAQ","반도체","5800","0","0.00","57261776000"
"321550","티움바이오","KOSDAQ","기타서비스","7320","150","2.09","187410292680"
"425040","티이엠씨","KOSDAQ","반도체","21150","-50","-0.24","449484495300"
"104480","티케이케미칼","KOSDAQ","화학","1553","3","0.19","141160609002"
"081150","티플랙스","KOSDAQ","금속","2755","25","0.92","66859447510"
"130740","티피씨글로벌","KOSDAQ","운송장비·부품","2575","-5","-0.19","29037448425"
"084730","팅크웨어","KOSDAQ","통신장비","14620","-200","-1.35","162419778880"
"058530","파나케이아","KOSDAQ","기계·장비","1620","0","0.00","32527053360"
"440110","파두","KOSDAQ","반도체","17530","630","3.73","860237804660"
"034230","파라다이스","KOSDAQ","오락·문화","14640","-110","-0.75","1343352858000"
"033540","파라텍","KOSDAQ","기계·장비","2175","-15","-0.68","80985694350"
"388870","파로스아이바이오","KOSDAQ","기타서비스","16280","590","3.76","210320701360"
"043200","파루","KOSDAQ","IT부품","651","6","0.93","27214609065"
"214450","파마리서치","KOSDAQ","제약","127300","3500","2.83","1313789847900"
"208340","파멥신","KOSDAQ","제약","2915","0","0.00","88036229820"
"177830","파버나인","KOSDAQ","일반전기전자","3455","15","0.44","49367641615"
"037070","파세코","KOSDAQ","일반전기전자","9800","-120","-1.21","196000000000"
"150900","파수","KOSDAQ","소프트웨어","6250","-40","-0.64","72918262500"
"037030","파워넷","KOSDAQ","일반전기전자","2780","30","1.09","57294137560"
"047310","파워로직스","KOSDAQ","IT부품","8020","70","0.88","286593440860"
"368770","파이버프로","KOSDAQ","의료·정밀기기","3250","190","6.21","106776231250"
"170790","파이오링크","KOSDAQ","통신장비","12400","130","1.06","85018492000"
"049120","파인디앤씨","KOSDAQ","IT부품","1400","12","0.86","60923804200"
"038950","파인디지털","KOSDAQ","통신장비","4400","95","2.21","44927366000"
"441270","파인엠텍","KOSDAQ","IT부품","8290","40","0.48","306138616270"
"106240","파인테크닉스","KOSDAQ","일반전기전자","1349","-15","-1.10","21480203893"
"131760","파인텍","KOSDAQ","IT부품","802","-13","-1.60","34832129566"
"065690","파커스","KOSDAQ","IT부품","1167","-16","-1.35","16395569277"
"140860","파크시스템스","KOSDAQ","의료·정밀기기","167200","-800","-0.48","1165527624800"
"091700","파트론","KOSDAQ","IT부품","7960","0","0.00","468988983440"
"032800","판타지오","KOSDAQ","오락·문화","296","11","3.86","34864447024"
"318010","팜스빌","KOSDAQ","음식료·담배","6900","-100","-1.43","54712432200"
"027710","팜스토리","KOSDAQ","음식료·담배","1569","-2","-0.13","174812645400"
"225590","패션플랫폼","KOSDAQ","섬유·의류","1035","1","0.10","27568997955"
"054300","팬스타엔터프라이즈","KOSDAQ","기계·장비","668","17","2.61","44746577860"
"068050","팬엔터테인먼트","KOSDAQ","오락·문화","2715","-65","-2.34","75189416340"
"222110","팬젠","KOSDAQ","제약","5950","-80","-1.33","63531898500"
"271830","팸텍","KOSDAQ","반도체","3470","-55","-1.56","100083884460"
"263750","펄어비스","KOSDAQ","디지털컨텐츠","27800","-450","-1.59","1786090369000"
"251970","펌텍코리아","KOSDAQ","화학","24100","300","1.26","298840000000"
"168360","펨트론","KOSDAQ","기계·장비","9600","-70","-0.72","204367526400"
"087010","펩트론","KOSDAQ","제약","25750","550","2.18","531141464750"
"119500","포메탈","KOSDAQ","금속","3655","-45","-1.22","43301632960"
"389140","포바이포","KOSDAQ","디지털컨텐츠","9550","30","0.32","105749394250"
"105760","포스뱅크","KOSDAQ","기계·장비","11200","40","0.36","104781432000"
"009520","포스코엠텍","KOSDAQ","금속","20200","-300","-1.46","841182600600"
"189690","포시에스","KOSDAQ","소프트웨어","2840","15","0.53","77594391960"
"318020","포인트모바일","KOSDAQ","일반전기전자","18100","0","0.00","229187123200"
"256630","포인트엔지니어링","KOSDAQ","금속","1997","22","1.11","115820152784"
"331380","포커스에이치엔에스","KOSDAQ","일반전기전자","2100","0","0.00","40002022200"
"472850","폰드그룹","KOSDAQ","섬유·의류","5490","10","0.18","177568192170"
"039980","폴라리스AI","KOSDAQ","컴퓨터서비스","1992","76","3.97","142781095944"
"234100","폴라리스세원","KOSDAQ","운송장비·부품","1863","43","2.36","101243334024"
"041020","폴라리스오피스","KOSDAQ","소프트웨어","6630","570","9.41","329680051740"
"114630","폴라리스우노","KOSDAQ","화학","722","15","2.12","56140949656"
"290720","푸드나무","KOSDAQ","유통","5800","-20","-0.34","77737736400"
"005670","푸드웰","KOSDAQ","음식료·담배","4660","-20","-0.43","46600000000"
"094940","푸른기술","KOSDAQ","정보기기","7960","-30","-0.38","66556632560"
"007330","푸른저축은행","KOSDAQ","금융","9060","50","0.55","136650168000"
"093380","풍강","KOSDAQ","금속","3680","-10","-0.27","36355871840"
"023900","풍국주정","KOSDAQ","음식료·담배","11500","-60","-0.52","144900000000"
"371950","풍원정밀","KOSDAQ","IT부품","7730","-350","-4.33","162642972240"
"370090","퓨런티어","KOSDAQ","의료·정밀기기","23850","0","0.00","195136645500"
"445180","퓨릿","KOSDAQ","반도체","12510","-20","-0.16","209782541880"
"220100","퓨쳐켐","KOSDAQ","제약","9400","-110","-1.16","207760257000"
"035200","프럼파스트","KOSDAQ","화학","3250","55","1.72","31624417500"
"334970","프레스티지바이오로직스","KOSDAQ","제약","4325","115","2.73","264854215925"
"321260","프로이천","KOSDAQ","일반전기전자","2745","5","0.18","77387270580"
"053610","프로텍","KOSDAQ","반도체","42050","-1300","-3.00","462550000000"
"303360","프로티아","KOSDAQ","의료·정밀기기","2830","-10","-0.35","36442518450"
"377220","프롬바이오","KOSDAQ","음식료·담배","2170","-60","-2.69","61432700000"
"335810","프리시젼바이오","KOSDAQ","의료·정밀기기","4465","-45","-1.00","51858858590"
"053160","프리엠스","KOSDAQ","일반전기전자","13580","-10","-0.07","81480000000"
"405000","플라즈맵","KOSDAQ","의료·정밀기기","2485","15","0.61","50283147495"
"041590","플래스크","KOSDAQ","건설","789","0","0.00","103917099150"
"367000","플래티어","KOSDAQ","소프트웨어","7090","60","0.85","59472387630"
"075130","플랜티넷","KOSDAQ","컴퓨터서비스","2290","10","0.44","38065112800"
"237820","플레이디","KOSDAQ","기타서비스","6470","90","1.41","82991595800"
"023770","플레이위드","KOSDAQ","디지털컨텐츠","6860","-30","-0.44","60140385200"
"300080","플리토","KOSDAQ","디지털컨텐츠","25100","350","1.41","138091465200"
"032580","피델릭스","KOSDAQ","반도체","1664","-13","-0.78","55131754496"
"051380","피씨디렉트","KOSDAQ","유통","3635","160","4.60","55761161720"
"241820","피씨엘","KOSDAQ","제약","1272","38","3.08","68736486096"
"237750","피앤씨테크","KOSDAQ","일반전기전자","5900","190","3.33","38329940000"
"319660","피에스케이","KOSDAQ","반도체","31200","-250","-0.79","903761476800"
"031980","피에스케이홀딩스","KOSDAQ","반도체","45200","1650","3.79","974620254000"
"002230","피에스텍","KOSDAQ","의료·정밀기기","3620","130","3.72","70121836260"
"057880","피에이치씨","KOSDAQ","유통","17570","0","0.00","209792265760"
"043370","피에이치에이","KOSDAQ","운송장비·부품","10690","10","0.09","224490000000"
"239890","피엔에이치테크","KOSDAQ","화학","17310","-70","-0.40","171987919050"
"347740","피엔케이피부임상연구센타","KOSDAQ","기타서비스","2890","95","3.40","86730564640"
"137400","피엔티","KOSDAQ","기계·장비","39400","-1050","-2.60","896003201200"
"257370","피엔티엠에스","KOSDAQ","IT부품","9210","0","0.00","107645199810"
"147760","피엠티","KOSDAQ","의료·정밀기기","6330","150","2.43","68489751780"
"128660","피제이메탈","KOSDAQ","금속","3315","55","1.69","82223168235"
"006140","피제이전자","KOSDAQ","의료·정밀기기","6470","70","1.09","97050000000"
"376180","피코그램","KOSDAQ","기타제조","3970","-110","-2.70","73114926260"
"304840","피플바이오","KOSDAQ","제약","2855","-25","-0.87","60210419720"
"062970","피피아이","KOSDAQ","일반전기전자","1883","63","3.46","17527312355"
"087600","픽셀플러스","KOSDAQ","반도체","8740","-210","-2.35","71375716920"
"291810","핀텔","KOSDAQ","소프트웨어","3330","230","7.42","37775226960"
"378340","필에너지","KOSDAQ","기계·장비","27750","2750","11.00","589614850500"
"161580","필옵틱스","KOSDAQ","IT부품","25100","-2150","-7.89","569226886200"
"347770","핌스","KOSDAQ","IT부품","3850","-25","-0.65","87999611700"
"163730","핑거","KOSDAQ","소프트웨어","8590","70","0.82","80366931890"
"417180","핑거스토리","KOSDAQ","디지털컨텐츠","3985","-10","-0.25","66298441015"
"446750","하나26호스팩","KOSDAQ","금융","2195","5","0.23","13235850000"
"448370","하나27호스팩","KOSDAQ","금융","2150","25","1.18","12083000000"
"454750","하나28호스팩","KOSDAQ","금융","2110","20","0.96","15196220000"
"454640","하나29호스팩","KOSDAQ","금융","2145","15","0.70","11585145000"
"469880","하나30호스팩","KOSDAQ","금융","2085","0","0.00","15230925000"
"469900","하나31호스팩","KOSDAQ","금융","2080","0","0.00","11658400000"
"475240","하나32호스팩","KOSDAQ","금융","2235","5","0.22","7152000000"
"406760","하나금융21호스팩","KOSDAQ","금융","2135","0","0.00","15820350000"
"418170","하나금융22호스팩","KOSDAQ","금융","2190","5","0.23","13161900000"
"430230","하나금융24호스팩","KOSDAQ","금융","2360","0","0.00","18889440000"
"435620","하나금융25호스팩","KOSDAQ","금융","9860","90","0.92","42417720000"
"299030","하나기술","KOSDAQ","기계·장비","54000","-2000","-3.57","440672778000"
"067310","하나마이크론","KOSDAQ","반도체","31000","-500","-1.59","1616230725000"
"166090","하나머티리얼즈","KOSDAQ","반도체","58500","-1000","-1.68","1155531429000"
"136480","하림","KOSDAQ","음식료·담배","3000","10","0.33","318629106000"
"003380","하림지주","KOSDAQ","금융","6280","-140","-2.18","703395299880"
"101670","하이드로리튬","KOSDAQ","금속","5930","-150","-2.47","298454954960"
"365590","하이딥","KOSDAQ","반도체","1186","-4","-0.34","170219364376"
"149980","하이로닉","KOSDAQ","의료·정밀기기","8110","20","0.25","150775953930"
"013030","하이록코리아","KOSDAQ","금속","25350","400","1.60","325900867500"
"126700","하이비젼시스템","KOSDAQ","의료·정밀기기","21750","450","2.11","324990936000"
"106080","하이소닉","KOSDAQ","IT부품","4700","0","0.00","72725736700"
"400840","하이제7호스팩","KOSDAQ","금융","2090","10","0.48","10700800000"
"450050","하이제8호스팩","KOSDAQ","금융","2165","25","1.17","10855310000"
"221840","하이즈항공","KOSDAQ","운송장비·부품","2340","15","0.65","43759312740"
"106190","하이텍팜","KOSDAQ","제약","9740","140","1.46","103567105020"
"373200","하인크코리아","KOSDAQ","기타제조","1431","4","0.28","108334795167"
"066130","하츠","KOSDAQ","일반전기전자","5000","15","0.30","64000000000"
"004590","한국가구","KOSDAQ","유통","4180","-5","-0.12","62700000000"
"039340","한국경제TV","KOSDAQ","방송서비스","5760","20","0.35","132480000000"
"034950","한국기업평가","KOSDAQ","기타서비스","84700","400","0.47","384581535800"
"222980","한국맥널티","KOSDAQ","음식료·담배","4345","15","0.35","47931793635"
"256840","한국비엔씨","KOSDAQ","제약","6800","600","9.68","461804612400"
"025550","한국선재","KOSDAQ","금속","3620","55","1.54","84346000000"
"017890","한국알콜","KOSDAQ","화학","10480","-20","-0.19","226428364800"
"080720","한국유니온제약","KOSDAQ","제약","5800","160","2.84","45877008200"
"063570","한국전자금융","KOSDAQ","기타서비스","5590","50","0.90","190885799520"
"041460","한국전자인증","KOSDAQ","소프트웨어","4035","35","0.88","76665000000"
"101680","한국정밀기계","KOSDAQ","기계·장비","2475","65","2.70","20799900000"
"039740","한국정보공학","KOSDAQ","유통","3705","855","30.00","29708160885"
"053300","한국정보인증","KOSDAQ","소프트웨어","4840","-15","-0.31","202197442040"
"025770","한국정보통신","KOSDAQ","통신서비스","8860","-130","-1.45","331756241060"
"436610","한국제11호스팩","KOSDAQ","금융","2280","0","0.00","13725600000"
"458610","한국제12호스팩","KOSDAQ","금융","2205","10","0.46","9327150000"
"464440","한국제13호스팩","KOSDAQ","금융","2160","20","0.93","9331200000"
"023760","한국캐피탈","KOSDAQ","금융","605","-4","-0.66","190943793480"
"054040","한국컴퓨터","KOSDAQ","IT부품","5940","50","0.85","95463462600"
"021650","한국큐빅","KOSDAQ","화학","2580","-15","-0.58","42184452540"
"053590","한국테크놀로지","KOSDAQ","유통","334","0","0.00","52484809098"
"032300","한국파마","KOSDAQ","제약","20400","150","0.74","222496700400"
"037230","한국팩키지","KOSDAQ","종이·목재","2055","0","0.00","61239671985"
"030520","한글과컴퓨터","KOSDAQ","소프트웨어","20300","-50","-0.25","490848803200"
"052600","한네트","KOSDAQ","통신서비스","4470","85","1.94","51689739000"
"256150","한독크린텍","KOSDAQ","기계·장비","7200","40","0.56","60444000000"
"092460","한라IMS","KOSDAQ","운송장비·부품","6150","60","0.99","105224532000"
"452190","한빛레이저","KOSDAQ","기계·장비","6370","-270","-4.07","141713065130"
"047080","한빛소프트","KOSDAQ","디지털컨텐츠","2040","0","0.00","50637618480"
"452280","한선엔지니어링","KOSDAQ","금속","5880","-60","-1.01","99974700000"
"066980","한성크린텍","KOSDAQ","기타서비스","2700","30","1.12","135095658300"
"114810","한솔아이원스","KOSDAQ","IT부품","11850","-850","-6.69","347823261900"
"070590","한솔인티큐브","KOSDAQ","컴퓨터서비스","1585","-40","-2.46","21999040785"
"226440","한송네오텍","KOSDAQ","기계·장비","1530","0","0.00","100580954580"
"042520","한스바이오메드","KOSDAQ","제약","14150","-50","-0.35","191398093050"
"430690","한싹","KOSDAQ","소프트웨어","13390","0","0.00","72944368250"
"078350","한양디지텍","KOSDAQ","반도체","22200","200","0.91","338425280400"
"045100","한양이엔지","KOSDAQ","기타서비스","19060","240","1.28","343080000000"
"091440","한울소재과학","KOSDAQ","통신장비","12050","-390","-3.14","176010385550"
"024740","한일단조","KOSDAQ","운송장비·부품","2430","10","0.41","76624086780"
"005860","한일사료","KOSDAQ","음식료·담배","5150","40","0.78","202928977750"
"007770","한일화학","KOSDAQ","화학","13400","-130","-0.96","47034000000"
"198940","한주라이트메탈","KOSDAQ","금속","2030","-25","-1.22","39454704450"
"079170","한창산업","KOSDAQ","금속","7860","20","0.26","40872000000"
"054920","한컴위드","KOSDAQ","소프트웨어","3265","40","1.24","92128769465"
"002680","한탑","KOSDAQ","음식료·담배","920","-33","-3.46","29731455080"
"386580","한화플러스제2호스팩","KOSDAQ","금융","2040","0","0.00","8486400000"
"430460","한화플러스제3호스팩","KOSDAQ","금융","2145","15","0.70","12698400000"
"455310","한화플러스제4호스팩","KOSDAQ","금융","2090","10","0.48","10575400000"
"034810","해성산업","KOSDAQ","금융","7570","-30","-0.39","246455407490"
"03481K","해성산업1우","KOSDAQ","금융","8680","0","0.00","12055842960"
"076610","해성옵틱스","KOSDAQ","IT부품","1425","21","1.50","36270807150"
"059270","해성티피씨","KOSDAQ","금속","9390","-260","-2.69","101393144880"
"220180","핸디소프트","KOSDAQ","소프트웨어","3795","185","5.12","73653360000"
"900270","헝셩그룹","KOSDAQ","금융","207","2","0.98","25985762388"
"214180","헥토이노베이션","KOSDAQ","소프트웨어","13160","0","0.00","174464554600"
"234340","헥토파이낸셜","KOSDAQ","소프트웨어","17870","-290","-1.60","168925110000"
"084990","헬릭스미스","KOSDAQ","기타서비스","4290","-30","-0.69","210484276860"
"170030","현대공업","KOSDAQ","운송장비·부품","7160","-40","-0.56","109834400000"
"319400","현대무벡스","KOSDAQ","기계·장비","2905","-100","-3.33","341939018015"
"048410","현대바이오","KOSDAQ","화학","19880","-170","-0.85","791633687040"
"052260","현대바이오랜드","KOSDAQ","화학","8730","30","0.34","130950000000"
"041440","현대에버다임","KOSDAQ","기계·장비","6520","90","1.40","116811954880"
"039010","현대에이치티","KOSDAQ","통신장비","6530","-50","-0.76","56321250000"
"090850","현대이지웰","KOSDAQ","기타서비스","5640","-190","-3.26","133929476040"
"460930","현대힘스","KOSDAQ","운송장비·부품","17080","-1160","-6.36","594793920000"
"092300","현우산업","KOSDAQ","IT부품","3770","75","2.03","70396516320"
"138360","협진","KOSDAQ","기계·장비","901","-27","-2.91","31185397584"
"011080","형지I&C","KOSDAQ","섬유·의류","858","-7","-0.81","21881885454"
"060560","홈센타홀딩스","KOSDAQ","유통","1155","-4","-0.35","147458301375"
"064240","홈캐스트","KOSDAQ","통신장비","2610","-45","-1.69","91449211320"
"039610","화성밸브","KOSDAQ","기계·장비","5150","20","0.39","53613560000"
"126640","화신정공","KOSDAQ","운송장비·부품","1464","1","0.07","53251370568"
"127980","화인써키트","KOSDAQ","반도체","8490","140","1.68","100527407160"
"061250","화일약품","KOSDAQ","제약","1596","17","1.08","106186390296"
"097870","효성오앤비","KOSDAQ","화학","7200","-190","-2.57","61128000000"
